90,CDFH3301061998000005,취소/말소/만료/정지/중지,직권말소,02-742-2211,110320,서울특별시 종로구 낙원동 172-0번지 ,서울특별시 종로구 수표로 114 (낙원동),,대한,체력단련장업,사립
91,CDFH3301061999000001,취소/말소/만료/정지/중지,직권말소,,110130,서울특별시 종로구 청진동 201-1번지 진학회관8층 ,"서울특별시 종로구 종로3길 38 (청진동,진학회관8층)",,파워라인 휘트니스,체력단련장업,사립
92,CDFH3301062004000001,취소/말소/만료/정지/중지,직권말소,02-741-2225,110842,"서울특별시 종로구 창신동 440-6번지 3,4층 ",서울특별시 종로구 율곡로 307 (창신동),03119,영 휘트니스,체력단련장업,사립
93,CDFH3301061997000001,취소/말소/만료/정지/중지,직권말소,02-764-5636,110123,서울특별시 종로구 종로3가 10번지 6층 ,"서울특별시 종로구 종로 115 (종로3가,6층)",,서울헬스피아,체력단련장업,사립
94,CDFH3301062000000001,취소/말소/만료/정지/중지,직권말소,02-765-2122,110521,서울특별시 종로구 명륜1가 16-21번지 ,서울특별시 종로구 성균관로 58 (명륜1가),,성대헬스,체력단련장업,사립
95,CDFH3301062001000002,취소/말소/만료/정지/중지,직권말소,,,서울특별시 종로구 적선동 122-1번지 한국생산성본부 ,"서울특별시 종로구 새문안로5가길 32, 1층 (적선동)",03170,세종스포츠클럽,체력단련장업,사립
96,CDFH3301062001000005,취소/말소/만료/정지/중지,직권말소,,110040,서울특별시 종로구 통의동 108-0번지 지하1층 ,"서울특별시 종로구 자하문로 36 (통의동,지하1층)",,청운,체력단련장업,사립
97,CDFH3301062007000002,취소/말소/만료/정지/중지,직권말소,,110140,"서울특별시 종로구 수송동 58번지 두산위브파밀리온 101,102,103,104호 ","서울특별시 종로구 삼봉로 81 (수송동,두산위브파밀리온 101,102,103,104호)",,아탑스포츠,체력단련장업,사립
98,CDFH3301062009000002,취소/말소/만료/정지/중지,직권말소,02-735-1205,110090,서울특별시 종로구 교북동 10-10번지 지상3층 ,서울특별시 종로구 통일로 206 (교북동),03165,크로바헬스,체력단련장업,사립
99,CDFH3301062002000003,취소/말소/만료/정지/중지,직권말소,,110290,서울특별시 종로구 인사동 194-0번지 4층 ,"서울특별시 종로구 인사동5길 26 (인사동,4층)",,카라헬스,체력단련장업,사립
100,CDFH3301062004000004,취소/말소/만료/정지/중지,직권말소,02-732-6341,,서울특별시 종로구 내수동 95번지 경희궁 파크팰리스 ,"서울특별시 종로구 사직로8길 20, B110호 (내수동, 경희궁 파크팰리스)",03174,(주)케이앤맥켄지어소시에이트,체력단련장업,사립
101,CDFH3301062003000002,취소/말소/만료/정지/중지,직권말소,743-5001,110809,서울특별시 종로구 동숭동 1-45번지 자유빌딩 3층 ,"서울특별시 종로구 대학로12길 31, 3층 (동숭동)",03086,동숭휘트니스클럽,체력단련장업,사립
102,CDFH3301062005000004,취소/말소/만료/정지/중지,직권말소,02-2236-5403,110880,서울특별시 종로구 숭인동 310번지 대우디오빌 (지하1층) ,서울특별시 종로구 종로 344 (숭인동),03114,TJ 휘트니스,체력단련장업,사립
103,CDFH3301062006000002,취소/말소/만료/정지/중지,직권말소,02-720-8388,110070,서울특별시 종로구 내수동 1번지 대성빌딩(8층) ,서울특별시 종로구 새문안로5가길 7 (내수동),03173,MT휘트니스센터,체력단련장업,사립
104,CDFH3301062016000008,취소/말소/만료/정지/중지,직권말소,,,서울특별시 종로구 인의동 48-2번지 ,"서울특별시 종로구 종로 183, 지하2층 10호 (인의동, 효성주얼리시티)",03130,라인 GYM 휘트니스,체력단련장업,사립
105,CDFH3301062011000003,취소/말소/만료/정지/중지,직권말소,,110040,"서울특별시 종로구 통의동 35-41번지 우진빌딩 3,4층 ",서울특별시 종로구 자하문로4길 6 (통의동),03044,엠투짐,체력단련장업,사립
106,CDFH3301062012000002,취소/말소/만료/정지/중지,직권말소,,110880,서울특별시 종로구 숭인동 310번지 ,서울특별시 종로구 종로 344 (숭인동),03114,나인짐휘트니스,체력단련장업,사립
107,CDFH3301062004000003,취소/말소/만료/정지/중지,신고취소,02-3675-5861,110837,서울특별시 종로구 창신동 596-2번지 ,서울특별시 종로구 창신길 124 (창신동),03090,종로동부여성문화센터,체력단련장업,공립
108,CDFH3301062004000006,취소/말소/만료/정지/중지,신고취소,02-3675-1318,110811,서울특별시 종로구 명륜3가 1-1042번지 ,서울특별시 종로구 명륜길 90 (명륜3가),03065,종로청소년문화센터,체력단련장업,공립
109,CDFH3301061998000004,영업/정상,영업중,02-383-6152,110832,서울특별시 종로구 신영동 254번지 ,서울특별시 종로구 진흥로 480 (신영동),03013,MAX체력단련장,체력단련장업,사립
110,CDFH3301061997000002,영업/정상,영업중,02-763-4902,,서울특별시 종로구 창신동 576번지 ,"서울특별시 종로구 창신길 24, 2층 (창신동)",03106,박영길 휘트니스,체력단련장업,사립
111,CDFH3301062003000003,영업/정상,영업중,02-720-2525,,서울특별시 종로구 당주동 128-27번지 동원빌딩 지하1층 ,"서울특별시 종로구 새문안로3길 15, 지하1층 (당주동, 동원빌딩)",03175,(주)광화문투엑스휘트니스,체력단련장업,사립
112,CDFH3301062019000010,영업/정상,영업중,,,서울특별시 중구 남대문로5가 84-11번지 연세대학교 세브란스빌딩 ,"서울특별시 중구 통일로 10, 연세대학교 세브란스빌딩 1층 (남대문로5가)",04527,엘리트핏24,체력단련장업,사립
113,CDFH3301062019000008,영업/정상,영업중,,,서울특별시 중구 수표동 56-1번지 강남빌딩 ,"서울특별시 중구 수표로 65, 강남빌딩 지하1층 (수표동)",04542,크로스핏 핏불,체력단련장업,사립
114,CDFH3301062019000007,영업/정상,영업중,02-318-0687,,서울특별시 중구 정동 25-2번지 ,"서울특별시 중구 정동길 8, 지하1층 (정동)",04516,골든크라운 크로스핏 서대문역,체력단련장업,사립
115,CDFH3301062019000005,영업/정상,영업중,02-2231-7970,,서울특별시 중구 신당동 288-17번지 ,서울특별시 중구 청구로4길 19 (신당동),04586,3S gym,체력단련장업,사립
116,CDFH3301062019000006,영업/정상,영업중,02-2233-1770,,서울특별시 중구 신당동 417-6번지 ,"서울특별시 중구 동호로 218, 새움스페이스 지하1층 (신당동)",04607,핏앤힐(Fit and Hill by SS),체력단련장업,사립
117,CDFH3301062019000002,영업/정상,영업중,,,서울특별시 중구 순화동 2-6번지 N빌딩 ,"서울특별시 중구 서소문로 89-31, N빌딩 B2층 (순화동)",04516,시청 휘트니스,체력단련장업,사립
118,CDFH3301062019000003,영업/정상,영업중,02-6014-2844,,서울특별시 중구 신당동 292-95번지 ,"서울특별시 중구 다산로 197-1, 2,3층 (신당동)",04610,DDPT&PILATES,체력단련장업,사립
119,CDFH3301061989000003,영업/정상,영업중,,100874,서울특별시 중구 회현동1가 202-5번지 ,,,제일헬스,체력단련장업,사립
120,CDFH3301061989000006,영업/정상,영업중,,100080,서울특별시 중구 북창동 70-1번지 ,,,왕성체육관,체력단련장업,사립
121,CDFH3301061989000007,영업/정상,영업중,,100806,서울특별시 중구 남창동 168-7번지 ,,,삼일,체력단련장업,사립
122,CDFH3301061989000008,영업/정상,영업중,,100281,서울특별시 중구 인현동1가 46-3번지 ,,,매일온천,체력단련장업,사립
123,CDFH3301061990000001,영업/정상,영업중,,100857,서울특별시 중구 장충동2가 산 5-5번지 ,,,(주)타워호텔,체력단련장업,사립
124,CDFH3301061991000001,영업/정상,영업중,,100411,서울특별시 중구 광희동1가 142번지 현대빌딩 5층동 ,,,경성헬스클럽,체력단련장업,사립
125,CDFH3301061992000001,영업/정상,영업중,,100869,서울특별시 중구 황학동 717번지 ,,,신당헬스클럽,체력단련장업,사립
126,CDFH3301062017000002,영업/정상,영업중,,,서울특별시 중구 흥인동 8번지 ,"서울특별시 중구 마장로 58 (흥인동, 동대문솔하임)",04570,비치바디짐,체력단련장업,사립
127,CDFH3301061998000005,영업/정상,영업중,,100859,서울특별시 중구 중림동 398-1번지 ,,,2002헬스타운,체력단련장업,사립
128,CDFH3301061998000007,영업/정상,영업중,,100281,서울특별시 중구 인현동1가 102-5번지 ,,,명보헬스피아,체력단련장업,사립
129,CDFH3301061999000002,영업/정상,영업중,,100879,서울특별시 중구 흥인동 13-1번지 ,,,뉴)월드스포랜드,체력단련장업,사립
130,CDFH3301062017000003,영업/정상,영업중,02-2038-0117,,,"서울특별시 중구 마른내로 34 (초동, (주)케이티앤지을지로타워)",04555,(주)바디스타,체력단련장업,사립
131,CDFH3301062018000001,영업/정상,영업중,02-2275-0776,,서울특별시 중구 충무로3가 49번지 엘크루 메트로시티 ,"서울특별시 중구 충무로 13, 엘크루 메트로시티 205호 (충무로3가)",04554,CM헬스,체력단련장업,사립
132,CDFH3301062018000002,영업/정상,영업중,02-363-0452,,서울특별시 중구 만리동1가 62-7번지 서울역 디오빌 ,"서울특별시 중구 만리재로 193, 서울역 디오빌 지하층 (만리동1가)",04501,피트니스 월드,체력단련장업,사립
133,CDFH3301061999000003,영업/정상,영업중,,100021,서울특별시 중구 명동1가 1-1번지 ,,,서울YMCA,체력단련장업,사립
134,CDFH3301061999000004,영업/정상,영업중,,100874,서울특별시 중구 회현동1가 202-0번지 제일빌딩5층 622호 ,,,국제프레야스포츠,체력단련장업,사립
